,Angkatan,Jenis Kelamin,Tinggal,Frekuensi Kategori,Jenis,Transaksi,Membantu,Perbandingan_frekuensi,E-Wallet,Alasan,Domisili,Frekuensi,Transportasi,Membeli makanan dan minuman,"Tagihan (Pulsa, Listrik, PAM, dll)",Online Shop / E-Commerce,"Entertainment (Netflix, Spotify, Viu, dll)",Voucher Game,"Berbagi (KitaBisa, Sumbangan Online, dll)",Menghindari uang fisik (Takut tertular virus Covid-19),Terbiasa sejak sebelum pandemi,Tidak bisa keluar rumah untuk mengambil uang di ATM,Penggunaan E-Wallet yang mudah dan praktis,Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet,Sering ada promo dan diskon
68,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,2,1,1,1,0,1,0,1,0,1,1,1,1,1
69,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,0,1,0,1,0,0,0,1,0,1,1,0,0
70,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,ShopeePay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon, Ribet kalo harus megang uang fisik, sulit kembalian",Jabodetabek,3,0,1,0,1,0,0,0,0,1,0,1,1,1
71,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO",Transportasi,Tidak,Menurun,OVO,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,1,0,0,0,0,0,0,0,0,0,1,0,1
72,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, Jenius",Membeli makanan dan minuman,Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,0,1,0,0,0,0,0,1,0,0,1,0,0
73,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO",Online Shop / E-Commerce,Ya,Meningkat,Gopay,Terbiasa sejak sebelum pandemi,Pulau Jawa (selain Jabodetabek),3,0,0,0,1,0,0,0,0,1,0,0,0,0
74,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Menurun,Gopay,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,1,0,0,0,0,0,0,1,0,1
75,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,1,0,0,0,1,1,0,1,0,1
76,2019,Wanita,Bersama keluarga,1 - 3 kali,Gopay,"Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,1,1,0,1,0,0,1,1,1,0,1,0,0
77,2019,Wanita,Bersama keluarga,>7 kali,"Gopay, OVO, DANA, Jenius","Membeli makanan dan minuman, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,10,0,1,0,0,1,0,0,0,1,1,1,0,1
78,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DOKU","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,1,1,0,0,0,1,1,1,0,1
79,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman",Ya,Tidak terdampak,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,1,1,0,0,0,0,0,1,0,0,1,0,0
80,2019,Wanita,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Luar Pulau Jawa,2,0,1,1,1,0,0,0,0,1,0,1,0,1
81,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Transportasi, Membeli makanan dan minuman",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,0,0,0,0,0,1,0,1,1,1
82,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Menurun,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,1,0,0,0,1,0,1,1,0,1
83,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, Jenius","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,1,1,0,0,0,0,1,0,1,0,1
84,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,1,0,0,0,0,1,0,1,0,1
85,2019,Pria,Bersama keluarga,>7 kali,"ShopeePay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,ShopeePay,"Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Luar Pulau Jawa,8,0,1,0,1,0,0,0,0,0,0,0,1,1
86,2019,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA, Jenius","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,6,1,1,0,1,0,0,0,0,1,1,1,0,0
87,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,1,1,0,1,0,1,0,1,1,1,1,0,0
88,2019,Wanita,Bersama keluarga,>7 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,9,1,1,1,0,0,0,1,1,1,1,1,1,1
89,2019,Pria,Bersama keluarga,1 - 3 kali,OVO,"Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Jabodetabek,2,0,0,1,0,0,0,0,0,1,0,1,1,0
90,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,Membeli makanan dan minuman,Ya,Tidak terdampak,Gopay,Penggunaan E-Wallet yang mudah dan praktis,Jabodetabek,2,0,1,0,0,0,0,0,0,0,0,1,0,0
91,2019,Pria,Tinggal sendiri (Jauh dari keluarga),1 - 3 kali,"ShopeePay, Gopay, DANA","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,Gopay,Penggunaan E-Wallet yang mudah dan praktis,Luar Pulau Jawa,3,1,1,1,1,1,0,1,0,0,0,1,0,0
92,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Meningkat,ShopeePay,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,1,1,0,1,1,1,0,0,1,1,1,0,1
93,2019,Wanita,Bersama keluarga,1 - 3 kali,Gopay,"Transportasi, Membeli makanan dan minuman",Ya,Menurun,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,0,0,0,0,1,1,0,0,0,1
94,2019,Pria,Tinggal sendiri (Jauh dari keluarga),4 - 7 kali,"Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,Gopay,"Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,7,0,1,1,0,1,0,0,0,0,1,1,0,1
95,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman",Tidak,Menurun,Gopay,"Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,0,0,0,0,0,0,0,0,1,1
96,2020,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA, DOKU",Online Shop / E-Commerce,Ya,Meningkat,ShopeePay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,0,0,1,0,0,0,0,1,0,1,0,1
97,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Tidak terdampak,Gopay,Terbiasa sejak sebelum pandemi,Jabodetabek,3,0,1,0,1,1,1,0,0,1,0,0,0,0
98,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Membeli makanan dan minuman, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,0,1,0,0,0,0,1,1,0,1,1,0,0
99,2019,Wanita,Bersama keluarga,4 - 7 kali,"Gopay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,Gopay,Penggunaan E-Wallet yang mudah dan praktis,Jabodetabek,6,0,1,1,1,0,0,0,0,0,0,1,0,0
100,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,Membeli makanan dan minuman,Ya,Tidak terdampak,Gopay,Terbiasa sejak sebelum pandemi,Jabodetabek,3,0,1,0,0,0,0,0,0,1,0,0,0,0
101,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA, LinkAja","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,1,0,0,0,1,1,0,1,0,1
102,2019,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO, Jenius","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,7,1,1,0,1,0,0,0,0,1,1,1,1,1
103,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Transportasi, Membeli makanan dan minuman",Ya,Menurun,Gopay,"Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,1,1,0,0,0,0,0,0,0,1,1,0,0
104,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,1,0,0,1,0,1,0,1,0,1
105,2019,Wanita,Bersama keluarga,>7 kali,"ShopeePay, Gopay, OVO, DANA, Jenius","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll), investasi",Ya,Tidak terdampak,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, mudah",Luar Pulau Jawa,9,0,1,0,1,1,0,1,1,1,0,1,0,0
106,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman",Ya,Meningkat,Gopay,"Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,0,0,0,0,0,0,0,1,1,1
107,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, LinkAja, Jenius","Membeli makanan dan minuman, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,0,1,1,0,1,1,0,0,0,1
108,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,1,1,1,1,1,0,1,0,1,0,1,0,0
109,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Menurun,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,1,1,1,0,0,1,0,1,0,1
110,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, OVO, Jenius","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,1,0,0,0,1,1,1,1,0,1
111,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,1,1,1,1,0,0,1,0,0,1,1,0,1
112,2019,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO, DANA","Membeli makanan dan minuman, Voucher Game",Ya,Tidak terdampak,Gopay,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,7,0,1,0,0,0,1,0,0,1,1,1,0,1
113,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Menurun,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,1,0,0,0,1,1,0,1,0,1
114,2019,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA, LinkAja","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,5,1,1,1,1,1,0,1,0,1,0,1,0,1
115,2019,Pria,Bersama keluarga,1 - 3 kali,OVO,"Transportasi, Membeli makanan dan minuman",Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,0,0,0,0,0,1,0,1,0,1
116,2019,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO, LinkAja, Jenius","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,7,0,1,1,1,1,1,0,1,0,1,1,1,1
117,2020,Pria,Tinggal sendiri (Jauh dari keluarga),>7 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,9,1,1,0,1,0,0,0,1,0,0,1,0,1
118,2018,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO",Online Shop / E-Commerce,Ya,Meningkat,ShopeePay,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon, biar dapet vocher gratis ongkir shopee",Jabodetabek,3,0,0,0,1,0,0,0,0,0,0,1,0,1
119,2019,Wanita,Bersama keluarga,>7 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,8,0,1,1,1,0,0,1,0,1,0,1,0,1
120,2019,Pria,Bersama keluarga,>7 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Voucher Game",Ya,Meningkat,Gopay,"Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,8,0,1,1,0,0,1,0,0,0,0,1,1,1
121,2019,Wanita,Bersama keluarga,1 - 3 kali,Gopay,Membeli makanan dan minuman,Ya,Tidak terdampak,Gopay,Terbiasa sejak sebelum pandemi,Jabodetabek,3,0,1,0,0,0,0,0,0,1,0,0,0,0
122,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),2,0,0,1,0,0,0,0,1,0,0,1,0,1
123,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,ShopeePay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,1,1,0,1,1,0,0,0,1,0,1,0,0
124,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO",Membeli makanan dan minuman,Tidak,Tidak terdampak,Gopay,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Luar Pulau Jawa,2,0,1,0,0,0,0,0,0,0,0,1,0,1
125,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA",Membeli makanan dan minuman,Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,0,0,0,0,1,1,0,1,0,1
126,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,Gopay,"Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,1,1,0,1,0,0,0,0,0,1,1,0,0
127,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Tidak terdampak,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,1,1,1,0,0,0,0,1,1,0,1,0,0
128,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, LinkAja","Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Tidak,Tidak terdampak,Gopay,Penggunaan E-Wallet yang mudah dan praktis,Luar Pulau Jawa,2,0,0,0,1,1,0,1,0,0,0,1,0,0
129,2019,Wanita,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,1,1,0,1,0,0,1,1,1,0,1,0,1
130,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,1,0,0,0,1,0,0,1,1,1
131,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,1,0,0,0,1,0,0,1,0,1
132,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,ShopeePay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Luar Pulau Jawa,2,0,0,1,1,0,0,0,0,1,0,1,0,1
133,2019,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO","Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,6,0,0,1,1,1,1,1,0,1,0,1,0,0
134,2019,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,6,1,1,1,1,1,0,1,1,1,1,1,0,1
